Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [27]
                0.00    0.00    4892/4892        std::vector<double, std::allocator<double> >::data() [56]
                0.00    0.00     489/489         double const& std::max<double>(double const&, double const&) [82]
                0.00    0.00       4/7           std::allocator<double>::allocator() [105]
                0.00    0.00       4/17          std::allocator<double>::~allocator() [86]
                0.00    0.00       4/7           std::vector<double, std::allocator<double> >::~vector() [113]
-----------------------------------------------
                0.09    0.20     490/490         CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [2]
[3]     81.0    0.09    0.20     490         MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
                0.06    0.00 38906000/38945800     std::vector<double, std::allocator<double> >::operator[](unsigned long) [4]
                0.05    0.00 29204000/29263600     std::vector<int, std::allocator<int> >::operator[](unsigned long) [5]
                0.03    0.00 24304000/24304000     std::vector<double, std::allocator<double> >::operator[](unsigned long) const [7]
                0.03    0.00 14602490/14602504     std::vector<int, std::allocator<int> >::size() const [8]
                0.00    0.02     490/490         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::fill_n<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [13]
                0.00    0.00     490/2460        std::vector<double, std::allocator<double> >::size() const [16]
                0.00    0.00     490/1469        std::vector<double, std::allocator<double> >::begin() [65]
-----------------------------------------------
                0.00    0.00   10000/38945800     Solver::init_source_term(double) [15]
                0.00    0.00   29800/38945800     MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
                0.06    0.00 38906000/38945800     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
[4]     18.1    0.07    0.00 38945800         std::vector<double, std::allocator<double> >::operator[](unsigned long) [4]
-----------------------------------------------
                0.00    0.00   59600/29263600     MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
                0.05    0.00 29204000/29263600     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
[5]     15.3    0.06    0.00 29263600         std::vector<int, std::allocator<int> >::operator[](unsigned long) [5]
-----------------------------------------------
                                                 <spontaneous>
[6]     11.1    0.04    0.00                 _init [6]
-----------------------------------------------
                0.03    0.00 24304000/24304000     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
[7]      8.3    0.03    0.00 24304000         std::vector<double, std::allocator<double> >::operator[](unsigned long) const [7]
-----------------------------------------------
                0.00    0.00       2/14602504     std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [33]
                0.00    0.00       4/14602504     std::vector<int, std::allocator<int> >::resize(unsigned long) [32]
                0.00    0.00       8/14602504     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [34]
                0.03    0.00 14602490/14602504     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
[8]      8.3    0.03    0.00 14602504         std::vector<int, std::allocator<int> >::size() const [8]
-----------------------------------------------
                0.00    0.00       7/498         void std::__fill_a<double*, double>(double*, double*, double const&) [23]
                0.02    0.00     491/498         void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [11]
[9]      5.6    0.02    0.00     498         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [9]
-----------------------------------------------
                0.00    0.00       1/491         void std::fill<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [30]
                0.00    0.02     490/491         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__fill_n_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&, std::random_access_iterator_tag) [12]
[10]     5.5    0.00    0.02     491         void std::__fill_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [10]
                0.00    0.02     491/491         void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [11]
-----------------------------------------------
                0.00    0.02     491/491         void std::__fill_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [10]
[11]     5.5    0.00    0.02     491         void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [11]
                0.02    0.00     491/498         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [9]
                0.00    0.00     982/2938        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [58]
-----------------------------------------------
                0.00    0.02     490/490         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::fill_n<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [13]
[12]     5.5    0.00    0.02     490         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__fill_n_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&, std::random_access_iterator_tag) [12]
                0.00    0.02     490/491         void std::__fill_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [10]
                0.00    0.00     980/1958        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [59]
-----------------------------------------------
                0.00    0.02     490/490         MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
[13]     5.5    0.00    0.02     490         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::fill_n<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [13]
                0.00    0.02     490/490         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__fill_n_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&, std::random_access_iterator_tag) [12]
                0.00    0.00     490/499         std::__size_to_integer(unsigned long) [80]
                0.00    0.00     490/490         std::iterator_traits<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [81]
-----------------------------------------------
                0.00    0.02     978/978         CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [2]
[14]     5.0    0.00    0.02     978         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [14]
                0.01    0.00     978/978         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [17]
                0.01    0.00    1956/2460        std::vector<double, std::allocator<double> >::size() const [16]
                0.00    0.00     978/978         std::vector<double, std::allocator<double> >::capacity() const [70]
                0.00    0.00     978/994         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00     978/979         std::vector<double, std::allocator<double> >::end() [67]
                0.00    0.00     978/1469        std::vector<double, std::allocator<double> >::begin() [65]
                0.00    0.00     978/978         std::vector<double, std::allocator<double> >::end() const [68]
                0.00    0.00     978/978         std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00     978/978         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [77]
                0.00    0.00     978/978         void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [79]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[15]     2.8    0.01    0.00       1         Solver::init_source_term(double) [15]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [28]
                0.00    0.00   10000/38945800     std::vector<double, std::allocator<double> >::operator[](unsigned long) [4]
-----------------------------------------------
                0.00    0.00       2/2460        std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
                0.00    0.00       4/2460        std::vector<double, std::allocator<double> >::resize(unsigned long) [28]
                0.00    0.00       8/2460        std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [31]
                0.00    0.00     490/2460        MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
                0.01    0.00    1956/2460        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [14]
[16]     2.8    0.01    0.00    2460         std::vector<double, std::allocator<double> >::size() const [16]
-----------------------------------------------
                0.01    0.00     978/978         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [14]
[17]     2.8    0.01    0.00     978         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [17]
-----------------------------------------------
                0.00    0.00       7/7           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [20]
[18]     0.1    0.00    0.00       7         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [18]
                0.00    0.00       7/7           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [22]
                0.00    0.00       7/7           double* std::__addressof<double>(double&) [115]
                0.00    0.00       7/7           void std::_Construct<double>(double*) [114]
-----------------------------------------------
                0.00    0.00       7/7           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [22]
[19]     0.1    0.00    0.00       7         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [19]
                0.00    0.00       7/7           void std::__fill_a<double*, double>(double*, double*, double const&) [23]
-----------------------------------------------
                0.00    0.00       7/7           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [21]
[20]     0.1    0.00    0.00       7         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [20]
                0.00    0.00       7/7           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [18]
-----------------------------------------------
                0.00    0.00       2/7           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
                0.00    0.00       5/7           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [26]
[21]     0.1    0.00    0.00       7         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [21]
                0.00    0.00       7/7           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [20]
-----------------------------------------------
                0.00    0.00       7/7           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [18]
[22]     0.1    0.00    0.00       7         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [22]
                0.00    0.00       7/7           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [19]
                0.00    0.00       7/7           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [116]
                0.00    0.00       7/499         std::__size_to_integer(unsigned long) [80]
-----------------------------------------------
                0.00    0.00       7/7           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [19]
[23]     0.1    0.00    0.00       7         void std::__fill_a<double*, double>(double*, double*, double const&) [23]
                0.00    0.00       7/498         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [9]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[24]     0.1    0.00    0.00       1         CGSolverSparse::read_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00       1/1           MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
                0.00    0.00       1/1           MatrixCOO::m() const [185]
                0.00    0.00       1/1           MatrixCOO::n() const [186]
-----------------------------------------------
                0.00    0.00       1/1           CGSolverSparse::read_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[25]     0.1    0.00    0.00       1         MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
                0.00    0.00   59600/29263600     std::vector<int, std::allocator<int> >::operator[](unsigned long) [5]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [28]
                0.00    0.00   29800/38945800     std::vector<double, std::allocator<double> >::operator[](unsigned long) [4]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::resize(unsigned long) [32]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [27]
[26]     0.1    0.00    0.00       5         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [26]
                0.00    0.00       5/7           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [21]
                0.00    0.00       5/994         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
-----------------------------------------------
                0.00    0.00       1/5           main [1]
                0.00    0.00       4/5           CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [2]
[27]     0.1    0.00    0.00       5         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [27]
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [26]
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [125]
                0.00    0.00       5/5           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [124]
-----------------------------------------------
                0.00    0.00       1/2           Solver::init_source_term(double) [15]
                0.00    0.00       1/2           MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
[28]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >::resize(unsigned long) [28]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
                0.00    0.00       4/2460        std::vector<double, std::allocator<double> >::size() const [16]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [28]
[29]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
                0.00    0.00       2/7           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [21]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [31]
                0.00    0.00       2/2460        std::vector<double, std::allocator<double> >::size() const [16]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::max_size() const [98]
                0.00    0.00       4/994         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00       2/7           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [107]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_S_use_relocate() [151]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [149]
                0.00    0.00       2/9           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[30]     0.0    0.00    0.00       1         void std::fill<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [30]
                0.00    0.00       1/491         void std::__fill_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [10]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
[31]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [31]
                0.00    0.00       8/2460        std::vector<double, std::allocator<double> >::size() const [16]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::max_size() const [98]
                0.00    0.00       2/4           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [127]
-----------------------------------------------
                0.00    0.00       2/2           MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [25]
[32]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::resize(unsigned long) [32]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [33]
                0.00    0.00       4/14602504     std::vector<int, std::allocator<int> >::size() const [8]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::resize(unsigned long) [32]
[33]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [33]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [34]
                0.00    0.00       2/14602504     std::vector<int, std::allocator<int> >::size() const [8]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::max_size() const [99]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [119]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [140]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_use_relocate() [156]
                0.00    0.00       2/2           int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [169]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [154]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [33]
[34]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [34]
                0.00    0.00       8/14602504     std::vector<int, std::allocator<int> >::size() const [8]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::max_size() const [99]
                0.00    0.00       2/4           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [127]
-----------------------------------------------
                0.00    0.00    4892/4892        std::vector<double, std::allocator<double> >::data() [56]
[55]     0.0    0.00    0.00    4892         double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [55]
-----------------------------------------------
                0.00    0.00    4892/4892        CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [2]
[56]     0.0    0.00    0.00    4892         std::vector<double, std::allocator<double> >::data() [56]
                0.00    0.00    4892/4892        double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [55]
-----------------------------------------------
                0.00    0.00     979/4406        std::vector<double, std::allocator<double> >::end() [67]
                0.00    0.00    1469/4406        std::vector<double, std::allocator<double> >::begin() [65]
                0.00    0.00    1958/4406        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [59]
[57]     0.0    0.00    0.00    4406         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [57]
-----------------------------------------------
                0.00    0.00     982/2938        void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [11]
                0.00    0.00    1956/2938        double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [64]
[58]     0.0    0.00    0.00    2938         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [58]
-----------------------------------------------
                0.00    0.00     978/1958        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [73]
                0.00    0.00     980/1958        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__fill_n_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&, std::random_access_iterator_tag) [12]
[59]     0.0    0.00    0.00    1958         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [59]
                0.00    0.00    1958/4406        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [57]
-----------------------------------------------
                0.00    0.00     978/1956        std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00     978/1956        std::vector<double, std::allocator<double> >::end() const [68]
[60]     0.0    0.00    0.00    1956         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [60]
-----------------------------------------------
                0.00    0.00    1956/1956        double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [63]
[61]     0.0    0.00    0.00    1956         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00    1956/1956        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [77]
[62]     0.0    0.00    0.00    1956         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [62]
-----------------------------------------------
                0.00    0.00    1956/1956        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [74]
[63]     0.0    0.00    0.00    1956         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [63]
                0.00    0.00    1956/1956        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00     978/1956        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [74]
                0.00    0.00     978/1956        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [73]
[64]     0.0    0.00    0.00    1956         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [64]
                0.00    0.00    1956/2938        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [58]
-----------------------------------------------
                0.00    0.00       1/1469        main [1]
                0.00    0.00     490/1469        MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [3]
                0.00    0.00     978/1469        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [14]
[65]     0.0    0.00    0.00    1469         std::vector<double, std::allocator<double> >::begin() [65]
                0.00    0.00    1469/4406        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [57]
-----------------------------------------------
                0.00    0.00       4/994         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [29]
                0.00    0.00       5/994         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [26]
                0.00    0.00       7/994         std::vector<double, std::allocator<double> >::~vector() [113]
                0.00    0.00     978/994         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [14]
[66]     0.0    0.00    0.00     994         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
-----------------------------------------------
                0.00    0.00       1/979         main [1]
